worker_id,full_name,department,job_role,salary,account_number,attendance_score,last_verification,EMPLOYMENT_TYPE
LA-363730333933,Employee 363730333933,WATER AND POWER,ELTL TSTR TCHN,69386.4,0091000024,96,2026-05-01,FULL_TIME
LA-323932353932,Employee 323932353932,WATER AND POWER,ELTC STN OPR,75840.53,0091000025,89,2026-05-01,FULL_TIME
LA-303232353733,Employee 303232353733,WATER AND POWER,CONSTRUCTION CARPENTER,4326.84,0091000026,92,2026-05-01,FULL_TIME
LA-343034323633,Employee 343034323633,FIRE,FIREFIGHTER III,102137.75,0091000027,96,2026-05-01,FULL_TIME
LA-393530313034,Employee 393530313034,POLICE,POLICE OFFICER I,64305.3,0091000028,85,2026-05-01,FULL_TIME
LA-3332353733,Employee 3332353733,WATER AND POWER,WATERWORKS MECHANIC,99700.25,0091000029,94,2026-05-01,FULL_TIME
LA-323432303832,Employee 323432303832,AIRPORTS,MANAGEMENT ANALYST,83846.4,0091000030,92,2026-05-01,FULL_TIME
LA-373934383633,Employee 373934383633,ANIMAL SERVICES,VETERINARY TECHNICIAN,17176.8,0091000031,88,2026-05-01,PART_TIME
LA-3331323332,Employee 3331323332,CITY ATTORNEY,ASSISTANT CITY ATTORNEY,0.0,0091000032,91,2026-05-01,PER_EVENT
LA-333132333033,Employee 333132333033,INFORMATION TECHNOLOGY AGENCY,COMMUNICATIONS ENGINEERING ASSOCIATE III,120654.4,0091000033,98,2026-05-01,FULL_TIME
LA-3439303939,Employee 3439303939,PUBLIC WORKS - STREET SERVICES,HEAVY DUTY TRUCK OPERATOR,75495.91,0091000034,87,2026-05-01,FULL_TIME
LA-303730333133,Employee 303730333133,RECREATION AND PARKS,LOCKER ROOM ATTENDANT,14875.45,0091000035,91,2026-05-01,PART_TIME
LA-3732363835,Employee 3732363835,WATER AND POWER,STORES SUPERVISOR,132720.0,0091000036,96,2026-05-01,FULL_TIME
LA-3539303531,Employee 3539303531,PUBLIC WORKS - SANITATION,DATA BASE ARCHITECT,9625.76,0091000037,94,2026-05-01,FULL_TIME
LA-333733353733,Employee 333733353733,AGING,COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER I,645.25,0091000038,95,2026-05-01,PART_TIME
LA-3338333931,Employee 3338333931,POLICE,POLICE DETECTIVE III,138286.5,0091000039,90,2026-05-01,FULL_TIME
LA-383436303632,Employee 383436303632,WATER AND POWER,LD DSPR,134995.2,0091000040,98,2026-05-01,FULL_TIME
LA-3935363137,Employee 3935363137,POLICE,POLICE OFFICER III,84997.26,0091000041,98,2026-05-01,FULL_TIME
LA-393435363833,Employee 393435363833,RECREATION AND PARKS,RECREATION ASSISTANT,5867.88,0091000042,89,2026-05-01,PART_TIME
LA-3233393936,Employee 3233393936,PUBLIC WORKS - SANITATION,ENVIRONMENTAL COMPLIANCE INSPECTOR,91373.12,0091000043,99,2026-05-01,FULL_TIME
LA-3030343834,Employee 3030343834,PUBLIC WORKS - STREET SERVICES,HEAVY DUTY TRUCK OPERATOR,68398.83,0091000044,99,2026-05-01,FULL_TIME
LA-363236363733,Employee 363236363733,AIRPORTS,ADMINISTRATIVE CLERK,13561.6,0091000045,89,2026-05-01,FULL_TIME
LA-323738393034,Employee 323738393034,PUBLIC WORKS - SANITATION,OFFICE SERVICES ASSISTANT,3046.4,0091000046,86,2026-05-01,FULL_TIME
LA-373138363733,Employee 373138363733,WATER AND POWER,ELTL MCHC,96298.65,0091000047,98,2025-01-15,FULL_TIME
LA-373130393733,Employee 373130393733,PUBLIC WORKS - SANITATION,MANAGEMENT ANALYST,49604.1,0091000048,87,2025-01-15,FULL_TIME
LA-3439313134,Employee 3439313134,PUBLIC WORKS - STREET SERVICES,TRANSITIONAL WORKER,64654.74,0091000049,96,2026-05-01,FULL_TIME
LA-343938333833,Employee 343938333833,POLICE,POLICE OFFICER II,90375.6,0091000050,92,2026-05-01,FULL_TIME
LA-333431363031,Employee 333431363031,AIRPORTS,STOREKEEPER II,71031.68,0091000051,92,2026-05-01,FULL_TIME
LA-333530373632,Employee 333530373632,WATER AND POWER,COMMERCIAL FIELD REPRESENTATIVE,76752.0,0091000052,85,2026-05-01,FULL_TIME
LA-363534373833,Employee 363534373833,HARBOR,ADMINISTRATIVE CLERK,15127.6,0091000053,93,2026-05-01,FULL_TIME
LA-3934323931,Employee 3934323931,RECREATION AND PARKS,IRRIGATION SPECIALIST,66565.46,0091000054,87,2026-05-01,FULL_TIME
LA-333837393932,Employee 333837393932,RECREATION AND PARKS,RECREATION ASSISTANT,1712.89,0091000055,91,2026-05-01,PART_TIME
LA-3237383135,Employee 3237383135,PUBLIC WORKS - ENGINEERING,SENIOR MANAGEMENT ANALYST I,0.0,0091000056,12,2026-05-01,FULL_TIME
LA-3937343833,Employee 3937343833,ANIMAL SERVICES,ANIMAL CONTROL OFFICER II,65508.17,0091000057,97,2026-05-01,FULL_TIME
LA-343034383932,Employee 343034383932,FIRE,FIREFIGHTER III,95474.8,0091000058,99,2026-05-01,FULL_TIME
LA-383038323034,Employee 383038323034,POLICE,POLICE OFFICER II,38339.28,0091000059,92,2026-05-01,FULL_TIME
LA-3234353437,Employee 3234353437,POLICE,POLICE OFFICER III,105156.5,0091000060,88,2026-05-01,FULL_TIME
LA-3439353438,Employee 3439353438,FIRE,FIREFIGHTER III,110083.75,0091000061,99,2026-05-01,FULL_TIME
LA-373735353533,Employee 373735353533,WATER AND POWER,ELTL CRFT HLPR,82102.01,0091000062,90,2026-05-01,FULL_TIME
LA-3032393931,Employee 3032393931,PERSONNEL,SENIOR PERSONNEL ANALYST I,117860.8,0091000063,96,2026-05-01,FULL_TIME
LA-3137373232,Employee 3137373232,POLICE,POLICE LIEUTENANT II,146852.8,0091000064,97,2026-05-01,FULL_TIME
LA-303534313333,Employee 303534313333,RECREATION AND PARKS,SEASONAL POOL MANAGER I,10260.54,0091000065,98,2026-05-01,PART_TIME
LA-3030393738,Employee 3030393738,GENERAL SERVICES,HELICOPTER MECHANIC,91312.0,0091000066,87,2026-05-01,FULL_TIME
LA-303132343633,Employee 303132343633,INFORMATION TECHNOLOGY AGENCY,COMMUNICATIONS ELECTRICIAN,103374.15,0091000067,92,2026-05-01,FULL_TIME
LA-363638393432,Employee 363638393432,WATER AND POWER,CIVIL ENGINEERING ASSOCIATE,113776.0,0091000068,91,2026-05-01,FULL_TIME
LA-363930383833,Employee 363930383833,POLICE,FORENSIC PRINT SPECIALIST II,41472.0,0091000069,95,2026-05-01,FULL_TIME
LA-3233383034,Employee 3233383034,POLICE,ADMINISTRATIVE CLERK,54355.74,0091000070,92,2026-05-01,FULL_TIME
LA-3731313734,Employee 3731313734,FIRE,FIRE CAPTAIN I,132346.0,0091000071,92,2026-05-01,FULL_TIME
LA-3934373836,Employee 3934373836,POLICE,POLICE OFFICER II,118896.01,0091000072,96,2026-05-01,FULL_TIME
LA-3737393032,Employee 3737393032,POLICE,POLICE OFFICER III,53167.27,0091000073,92,2026-05-01,FULL_TIME
LA-3830313638,Employee 3830313638,WATER AND POWER,MTNC CONSTR HLPR,83895.2,0091000074,98,2026-05-01,FULL_TIME
LA-313533353233,Employee 313533353233,WATER AND POWER,ELECTRIC DISTRIBUTION MECHANIC,115499.37,0091000075,88,2026-05-01,FULL_TIME
LA-353836333031,Employee 353836333031,PUBLIC WORKS - STREET SERVICES,MANAGEMENT AIDE,74692.8,0091000076,94,2026-05-01,FULL_TIME
LA-333731303633,Employee 333731303633,AIRPORTS,ADMINISTRATIVE CLERK,39379.2,0091000077,92,2026-05-01,FULL_TIME
LA-3536383131,Employee 3536383131,LIBRARY,LIBRARIAN II,90994.9,0091000078,93,2026-05-01,FULL_TIME
LA-383934333031,Employee 383934333031,AIRPORTS,MAINTENANCE LABORER,59285.98,0091000079,96,2026-05-01,FULL_TIME
LA-3638393435,Employee 3638393435,GENERAL SERVICES,MANAGEMENT ANALYST I,47178.36,0091000080,98,2026-05-01,FULL_TIME
LA-3931343737,Employee 3931343737,POLICE,POLICE OFFICER III,100948.91,0091000081,85,2026-05-01,FULL_TIME
LA-3135373134,Employee 3135373134,POLICE,POLICE OFFICER III,60947.04,0091000082,99,2026-05-01,FULL_TIME
LA-353730393233,Employee 353730393233,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER III,18456.03,0091000083,85,2026-05-01,PART_TIME
LA-393430383732,Employee 393430383732,WATER AND POWER,INSTRUMENT MECHANIC,98820.8,0091000084,89,2026-05-01,FULL_TIME
LA-303234383733,Employee 303234383733,CITY ATTORNEY,DEPUTY CITY ATTORNEY III,172424.0,0091000085,93,2026-05-01,FULL_TIME
LA-353734363433,Employee 353734363433,PUBLIC WORKS - STREET SERVICES,HEAVY DUTY TRUCK OPERATOR,70448.69,0091000086,97,2026-05-01,FULL_TIME
LA-3239393035,Employee 3239393035,GENERAL SERVICES,PLUMBER,93900.8,0091000087,97,2025-01-15,FULL_TIME
LA-313538363733,Employee 313538363733,PUBLIC WORKS - STREET SERVICES,CEMENT FINISHER,82577.9,0091000088,94,2026-05-01,FULL_TIME
LA-3334343737,Employee 3334343737,POLICE,SECRETARY,80642.97,0091000089,86,2026-05-01,FULL_TIME
LA-3734313036,Employee 3734313036,POLICE,POLICE OFFICER III,124962.4,0091000090,93,2026-05-01,FULL_TIME
LA-393838353133,Employee 393838353133,HARBOR,SECURITY OFFICER,30322.12,0091000091,87,2026-05-01,FULL_TIME
LA-383137303833,Employee 383137303833,AIRPORTS,VOCATIONAL WORKER II,11131.02,0091000092,93,2026-05-01,FULL_TIME
LA-3735373231,Employee 3735373231,HARBOR,SENIOR PERSONNEL ANALYST II,148081.44,0091000093,95,2026-05-01,FULL_TIME
LA-333536303932,Employee 333536303932,WATER AND POWER,GRG ATDT,68100.96,0091000094,98,2026-05-01,FULL_TIME
LA-3639383337,Employee 3639383337,RECREATION AND PARKS,CARPENTER,77879.68,0091000095,98,2026-05-01,FULL_TIME
LA-373134313034,Employee 373134313034,HARBOR,CARPENTER - HIRING HALL,6201.0,0091000096,91,2026-05-01,PART_TIME
LA-353634353033,Employee 353634353033,POLICE,POLICE OFFICER III,123329.56,0091000097,89,2026-05-01,FULL_TIME
LA-343836373733,Employee 343836373733,PUBLIC WORKS - BOARD OF PUBLIC WORKS,ACCOUNTANT,69931.52,0091000098,98,2026-05-01,FULL_TIME
LA-3534303136,Employee 3534303136,WATER AND POWER,CONSTR HVY DTY TRK OPR,3994.32,0091000099,96,2026-05-01,FULL_TIME
LA-313036323031,Employee 313036323031,TRANSPORTATION,TRAFFIC OFFICER II,63516.23,0091000100,85,2026-05-01,FULL_TIME
LA-3231393936,Employee 3231393936,COUNCIL,COUNCIL MEMBER,0.0,0091000101,94,2026-05-01,FULL_TIME
LA-303135343233,Employee 303135343233,WATER AND POWER,STEAM PLANT ASSISTANT,67796.4,0091000102,91,2025-01-15,FULL_TIME
LA-333038313031,Employee 333038313031,POLICE,POLICE OFFICER II,98616.8,0091000103,92,2026-05-01,FULL_TIME
LA-393335363933,Employee 393335363933,MAYOR,MAYORAL AIDE VI,83848.16,0091000104,95,2026-05-01,FULL_TIME
LA-3735393035,Employee 3735393035,AIRPORTS,HEAD CUSTODIAN SUPERVISOR,70368.31,0091000105,95,2026-05-01,FULL_TIME
LA-3132353231,Employee 3132353231,LOS ANGELES HOUSING,SENIOR HOUSING INSPECTOR,0.0,0091000106,99,2026-05-01,FULL_TIME
LA-3238323037,Employee 3238323037,POLICE,POLICE OFFICER II,92517.32,0091000107,89,2026-05-01,FULL_TIME
LA-353536363034,Employee 353536363034,RECREATION AND PARKS,RECREATION ASSISTANT,0.0,0091000108,86,2025-01-15,PART_TIME
LA-363830303633,Employee 363830303633,POLICE,POLICE OFFICER II,19840.56,0091000109,86,2026-05-01,FULL_TIME
LA-313534323133,Employee 313534323133,RECREATION AND PARKS,SPECIAL PROGRAM ASSISTANT II,20050.02,0091000110,91,2026-05-01,PART_TIME
LA-3830323032,Employee 3830323032,POLICE,SENIOR ADMINISTRATIVE CLERK,76314.52,0091000111,88,2025-01-15,FULL_TIME
LA-333337373632,Employee 333337373632,WATER AND POWER,CONSTRUCTION & MAINTENANCE SUPERINTENDENT,110663.23,0091000112,87,2026-05-01,FULL_TIME
LA-323532393733,Employee 323532393733,WATER AND POWER,ELTC STN OPR,74580.16,0091000113,90,2026-05-01,FULL_TIME
LA-3736303838,Employee 3736303838,PERSONNEL,PROCTOR,2135.81,0091000114,86,2026-05-01,PART_TIME
LA-3631373235,Employee 3631373235,POLICE,MANAGEMENT ANALYST II,43825.6,0091000115,95,2026-05-01,FULL_TIME
LA-393535323832,Employee 393535323832,POLICE,POLICE OFFICER III,100050.0,0091000116,89,2026-05-01,FULL_TIME
LA-343735303233,Employee 343735303233,FIRE,FIREFIGHTER III,121819.21,0091000117,88,2026-05-01,FULL_TIME
LA-3639353535,Employee 3639353535,RECREATION AND PARKS,LOCKER ROOM ATTENDANT,400.86,0091000118,95,2026-05-01,PART_TIME
LA-373230353633,Employee 373230353633,AIRPORTS,SECURITY OFFICER,40642.64,0091000119,90,2026-05-01,FULL_TIME
LA-313637353031,Employee 313637353031,WATER AND POWER,MTNC CONSTR HLPR,74876.8,0091000120,1,2026-05-01,FULL_TIME
LA-3931383939,Employee 3931383939,POLICE,POLICE OFFICER III,99040.9,0091000121,92,2026-05-01,FULL_TIME
LA-343536333433,Employee 343536333433,AGING,COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER I,96.0,0091000122,98,2026-05-01,PART_TIME
LA-333231333333,Employee 333231333333,GENERAL SERVICES,HELICOPTER MECHANIC,110511.78,0091000123,88,2026-05-01,FULL_TIME
LA-3431313633,Employee 3431313633,AIRPORTS,SENIOR COMMUNICATIONS OPERATOR II,68719.83,0091000124,97,2026-05-01,FULL_TIME
LA-313434303533,Employee 313434303533,POLICE,POLICE OFFICER II,77315.2,0091000125,89,2026-05-01,FULL_TIME
LA-3938313431,Employee 3938313431,LIBRARY,ADMINISTRATIVE CLERK,14589.43,0091000126,96,2025-01-15,FULL_TIME
LA-343135343034,Employee 343135343034,BUILDING AND SAFETY,BUILDING MECHANICAL INSPECTOR,92963.29,0091000127,87,2026-05-01,FULL_TIME
LA-3638373939,Employee 3638373939,POLICE,POLICE OFFICER III,57331.2,0091000128,87,2026-05-01,FULL_TIME
LA-CTNA092820,Employee CTNA092820,WATER AND POWER,SYS ANLST,67820.8,0091000129,91,2026-05-01,FULL_TIME
LA-363531383732,Employee 363531383732,WATER AND POWER,WTR UTLTY WKR,72549.63,0091000130,98,2026-05-01,FULL_TIME
LA-333436313833,Employee 333436313833,AIRPORTS,CIVIL ENGINEERING DRAFTING TECHNICIAN - AIRPORTS,76727.77,0091000131,88,2026-05-01,FULL_TIME
LA-363539303533,Employee 363539303533,GENERAL SERVICES,WELDER,9245.77,0091000132,91,2026-05-01,FULL_TIME
LA-3532323234,Employee 3532323234,POLICE,SENIOR DETENTION OFFICER,72113.7,0091000133,85,2026-05-01,FULL_TIME
LA-3430303839,Employee 3430303839,RECREATION AND PARKS,RECREATION INSTRUCTOR,1350.9,0091000134,89,2026-05-01,PART_TIME
LA-3934353139,Employee 3934353139,CITY PLANNING,CITY PLANNER,65491.2,0091000135,97,2026-05-01,FULL_TIME
LA-3132363034,Employee 3132363034,CITY ATTORNEY,CITY ATTORNEY,0.0,0091000136,99,2026-05-01,FULL_TIME
LA-393436363233,Employee 393436363233,MAYOR,MAYORAL AIDE V,39475.2,0091000137,93,2026-05-01,FULL_TIME
LA-313738363933,Employee 313738363933,POLICE,OFFICE TRAINEE ADMIN CLERK,1401.6,0091000138,90,2026-05-01,FULL_TIME
LA-3639313335,Employee 3639313335,PUBLIC WORKS - STREET SERVICES,ACCOUNTING CLERK,68078.4,0091000139,94,2026-05-01,FULL_TIME
LA-3831303535,Employee 3831303535,PUBLIC WORKS - SANITATION,WASTEWATER COLLECTION WORKER II,69033.72,0091000140,92,2026-05-01,FULL_TIME
LA-363631393732,Employee 363631393732,TRANSPORTATION,ADMINISTRATIVE CLERK,46828.32,0091000141,97,2026-05-01,FULL_TIME
LA-3939333036,Employee 3939333036,AIRPORTS,SENIOR CUSTODIAN I - AIRPORTS,17104.46,0091000142,92,2026-05-01,FULL_TIME
LA-3031343732,Employee 3031343732,CONTROLLER,FISCAL SYSTEMS SPECIALIST I,121588.0,0091000143,92,2026-05-01,FULL_TIME
LA-3536353738,Employee 3536353738,BUILDING AND SAFETY,STRUCTURAL ENGINEERING ASSOCIATE III,105643.2,0091000144,92,2026-05-01,FULL_TIME
LA-373237373833,Employee 373237373833,PUBLIC WORKS - SANITATION,WASTEWATER TREATMENT OPERATOR I,67987.59,0091000145,87,2026-05-01,FULL_TIME
LA-373737303633,Employee 373737303633,WATER AND POWER,MTNC CONSTR HLPR,36864.3,0091000146,99,2026-05-01,FULL_TIME
LA-373431363333,Employee 373431363333,POLICE,POLICE OFFICER II,62828.49,0091000147,88,2026-05-01,FULL_TIME
LA-3736393432,Employee 3736393432,GENERAL SERVICES,CARPENTER SUPERVISOR,94214.72,0091000148,89,2026-05-01,FULL_TIME
LA-313930363633,Employee 313930363633,CITY CLERK,PROGRAMMER ANALYST III,87885.52,0091000149,95,2026-05-01,FULL_TIME
LA-3137323138,Employee 3137323138,POLICE,POLICE OFFICER II,95240.88,0091000150,93,2026-05-01,FULL_TIME
LA-313439303931,Employee 313439303931,WATER AND POWER,COML SRVC REPTV,0.0,0091000151,86,2026-05-01,FULL_TIME
LA-353738353031,Employee 353738353031,FIRE,ENGINEER OF FIRE DEPARTMENT,131046.4,0091000152,87,2026-05-01,FULL_TIME
LA-3437303536,Employee 3437303536,GENERAL SERVICES,PROCUREMENT ANALYST II,49872.0,0091000153,94,2026-05-01,FULL_TIME
LA-3133333334,Employee 3133333334,FIRE,FIREFIGHTER III,100578.99,0091000154,94,2026-05-01,FULL_TIME
LA-X1098479943,Employee X1098479943,WATER AND POWER,ELECTRIC SERVICE REPRESENTATIVE,69253.92,0091000155,87,2026-05-01,FULL_TIME
LA-313331303533,Employee 313331303533,PUBLIC WORKS - ENGINEERING,CIVIL ENGINEERING ASSOCIATE I,37744.8,0091000156,98,2026-05-01,FULL_TIME
LA-303838373833,Employee 303838373833,POLICE,POLICE OFFICER II,14018.16,0091000157,95,2026-05-01,FULL_TIME
LA-323534373532,Employee 323534373532,WATER AND POWER,COMMUNICATIONS ELECTRICIAN,99134.9,0091000158,94,2026-05-01,FULL_TIME
LA-3335343534,Employee 3335343534,POLICE,POLICE OFFICER II,125099.3,0091000159,97,2026-05-01,FULL_TIME
LA-303132313132,Employee 303132313132,WATER AND POWER,SECURITY OFFICER,62296.0,0091000160,93,2026-05-01,FULL_TIME
LA-323633313033,Employee 323633313033,PUBLIC WORKS - ENGINEERING,CIVIL ENGINEER,136456.72,0091000161,91,2026-05-01,FULL_TIME
LA-353634333733,Employee 353634333733,LIBRARY,MESSENGER CLERK,11888.32,0091000162,99,2026-05-01,PART_TIME
LA-343930343333,Employee 343930343333,RECREATION AND PARKS,SPECIAL PROGRAM ASSISTANT II,13326.08,0091000163,85,2026-05-01,PART_TIME
LA-313737303033,Employee 313737303033,RECREATION AND PARKS,RECREATION ASSISTANT,4599.01,0091000164,86,2026-05-01,PART_TIME
LA-383638343633,Employee 383638343633,RECREATION AND PARKS,SWIMMING POOL CLERK I,3959.48,0091000165,85,2026-05-01,PART_TIME
LA-313530323633,Employee 313530323633,CITY ATTORNEY,LEGAL SECRETARY II,67346.14,0091000166,95,2026-05-01,FULL_TIME
LA-3733323135,Employee 3733323135,PUBLIC WORKS - STREET SERVICES,STREET SERVICES SUPERVISOR II,105779.73,0091000167,87,2026-05-01,FULL_TIME
LA-353836363034,Employee 353836363034,AIRPORTS,CIVIL ENGINEERING ASSOCIATE I,30458.06,0091000168,97,2026-05-01,FULL_TIME
LA-3634393434,Employee 3634393434,RECREATION AND PARKS,LOCKER ROOM ATTENDANT,2659.82,0091000169,91,2025-01-15,PART_TIME
LA-363331393832,Employee 363331393832,WATER AND POWER,ELTC STN OPR,105202.48,0091000170,87,2026-05-01,FULL_TIME
LA-363338363633,Employee 363338363633,TRANSPORTATION,TRAFFIC OFFICER II,67783.44,0091000171,94,2026-05-01,FULL_TIME
LA-343631363433,Employee 343631363433,GENERAL SERVICES,PLUMBER 1 - 5A - HIRING HALL,28391.24,0091000172,91,2026-05-01,PART_TIME
LA-323235363733,Employee 323235363733,LIBRARY,MESSENGER CLERK,21632.72,0091000173,97,2026-05-01,PART_TIME
LA-313539383633,Employee 313539383633,PUBLIC WORKS - SANITATION,MAINTENANCE LABORER,0.0,0091000174,93,2026-05-01,PART_TIME
LA-353631313733,Employee 353631313733,WATER AND POWER,MTNC CONSTR HLPR,62259.2,0091000175,90,2026-05-01,FULL_TIME
LA-333232323633,Employee 333232323633,POLICE,POLICE OFFICER II,108201.47,0091000176,99,2026-05-01,FULL_TIME
LA-3731353833,Employee 3731353833,PUBLIC WORKS - CONTRACT ADMINISTRATION,PRINCIPAL CONSTRUCTION INSPECTOR,91095.2,0091000177,96,2026-05-01,FULL_TIME
LA-3437303731,Employee 3437303731,POLICE,POLICE OFFICER III,79306.94,0091000178,98,2026-05-01,FULL_TIME
LA-3630383134,Employee 3630383134,LIBRARY,LIBRARIAN II,13881.12,0091000179,94,2026-05-01,PART_TIME
LA-393632353433,Employee 393632353433,WATER AND POWER,CONSTRUCTION ROOFER,37428.17,0091000180,94,2026-05-01,FULL_TIME
LA-323636353633,Employee 323636353633,RECREATION AND PARKS,RECREATION AIDE,1648.0,0091000181,99,2025-01-15,PART_TIME
LA-303139333034,Employee 303139333034,PUBLIC WORKS - STREET SERVICES,CEMENT FINISHER,3210.4,0091000182,93,2026-05-01,FULL_TIME
LA-313232373733,Employee 313232373733,POLICE,POLICE OFFICER II,73961.96,0091000183,88,2026-05-01,FULL_TIME
LA-313633333833,Employee 313633333833,POLICE,POLICE OFFICER II,90705.44,0091000184,99,2026-05-01,FULL_TIME
LA-383532393833,Employee 383532393833,COUNCIL,COUNCIL AIDE II,30947.52,0091000185,95,2026-05-01,FULL_TIME
LA-303438353433,Employee 303438353433,GENERAL SERVICES,SENIOR MANAGEMENT ANALYST I,16066.27,0091000186,11,2026-05-01,FULL_TIME
LA-3339353438,Employee 3339353438,FIRE,APPARATUS OPERATOR,144311.53,0091000187,94,2026-05-01,FULL_TIME
LA-3032373037,Employee 3032373037,PUBLIC WORKS - CONTRACT ADMINISTRATION,CONSTRUCTION INSPECTOR,99045.8,0091000188,88,2026-05-01,FULL_TIME
LA-323837343533,Employee 323837343533,COUNCIL,COUNCIL AIDE IV,30981.6,0091000189,97,2026-05-01,FULL_TIME
LA-3939393034,Employee 3939393034,POLICE,SUPERVISING CRIMINALIST,122084.8,0091000190,99,2026-05-01,FULL_TIME
LA-303739353733,Employee 303739353733,MAYOR,MAYORAL AIDE IV,40611.44,0091000191,90,2026-05-01,FULL_TIME
LA-343934373533,Employee 343934373533,RECREATION AND PARKS,RECREATION ASSISTANT,84.15,0091000192,2,2026-05-01,PART_TIME
LA-313134393833,Employee 313134393833,BUILDING AND SAFETY,ADMINISTRATIVE CLERK,6134.4,0091000193,89,2026-05-01,FULL_TIME
LA-3739343934,Employee 3739343934,CITY ATTORNEY,LEGAL SECRETARY III,79582.4,0091000194,87,2026-05-01,FULL_TIME
LA-353838303134,Employee 353838303134,WATER AND POWER,STUDENT PRFSNL WKR,0.0,0091000195,86,2026-05-01,PART_TIME
LA-313039323733,Employee 313039323733,LIBRARY,COMMUNITY PROGRAM ASSISTANT II,9542.4,0091000196,93,2026-05-01,PART_TIME
LA-333337383733,Employee 333337383733,POLICE,POLICE OFFICER I,21852.0,0091000197,99,2026-05-01,FULL_TIME
LA-353234373433,Employee 353234373433,RECREATION AND PARKS,RECREATION ASSISTANT,8475.48,0091000198,85,2026-05-01,PART_TIME
LA-3533303032,Employee 3533303032,POLICE,POLICE DETECTIVE I,124471.05,0091000199,95,2026-05-01,FULL_TIME
LA-373332363733,Employee 373332363733,WATER AND POWER,COML SRVC REPTV,65825.12,0091000200,99,2026-05-01,FULL_TIME
LA-3631303131,Employee 3631303131,PERSONNEL,ASSISTANT GENERAL MANAGER PERSONNEL DEPARTMENT,0.0,0091000201,89,2026-05-01,FULL_TIME
